Date,r,xs,xb,snom,spe,sspr
6/1/2010,0.001076,-0.050817,0.018277,0.0012,3.023583476,0.0188
7/1/2010,-7.76667E-05,0.070159667,0.010882667,0.0016,3.023583476,0.016
8/1/2010,-0.001247667,-0.042946333,0.013594667,0.0016,3.023583476,0.0131
9/1/2010,-0.000457,0.091392,0.005111,0.0015,3.023583476,0.0126
10/1/2010,-0.001136667,0.038422667,0.006148667,0.0013,3.023583476,0.0105
11/1/2010,-0.000304333,0.004990333,-0.012271667,0.0014,3.023583476,0.0121
12/1/2010,-0.001601333,0.067033333,-0.022439667,0.0014,3.023583476,0.0179
1/1/2011,-0.004638,0.019031,0.006577,0.0015,3.114064807,0.0184
2/1/2011,-0.004822667,0.038056667,-0.006028333,0.0013,3.114064807,0.0213
3/1/2011,-0.009667667,0.003282667,-0.002467333,0.001,3.114064807,0.0201
4/1/2011,-0.006389,0.028638,0.017065,0.0006,3.114064807,0.0211
5/1/2011,-0.004670667,-0.014968333,0.016150667,0.0004,3.114064807,0.018
6/1/2011,0.001104333,-0.018428333,0.000574667,0.0004,3.114064807,0.0154
7/1/2011,-0.000852667,-0.022503333,0.021143667,0.0004,3.114064807,0.015
8/1/2011,-0.002741333,-0.057488667,0.020547333,0.0002,3.114064807,0.01
9/1/2011,-0.001509667,-0.084880333,0.002413667,0.0001,3.114064807,0.0089
10/1/2011,0.002079667,0.113965333,0.000660333,0.0002,3.114064807,0.0104
11/1/2011,0.000852333,-0.006235333,0.002614667,0.0001,3.114064807,0.009
12/1/2011,0.002475333,0.003694667,0.006509667,0.0001,3.114064807,0.0088
1/1/2012,-0.004375,0.054052,0.007948,0.0003,3.008942027,0.0081
2/1/2012,-0.004328,0.04111,-0.005796,0.0009,3.008942027,0.0074
3/1/2012,-0.007528333,0.023927333,-0.007175667,0.0008,3.008942027,0.0094
4/1/2012,-0.002954333,-0.006867667,0.011995333,0.0008,3.008942027,0.0081
5/1/2012,0.001248,-0.065605,0.008315,0.0009,3.008942027,0.0067
6/1/2012,0.001541,0.038081,-0.00146,0.0009,3.008942027,0.0062
7/1/2012,0.001713333,0.010182667,0.008137667,0.001,3.008942027,0.0052
8/1/2012,-0.005481667,0.026181667,0.000990667,0.001,3.008942027,0.0061
9/1/2012,-0.004370333,0.026447333,0.000153333,0.0011,3.008942027,0.0056
10/1/2012,0.000472333,-0.014184333,-0.003734333,0.001,3.008942027,0.0061
11/1/2012,0.004813,0.006117,0.007106,0.0009,3.008942027,0.0058
12/1/2012,0.002751333,0.012472667,-0.003194333,0.0007,3.008942027,0.0063
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
